,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
0,-36.50761209376183,-36.43332215688269,-37.25123630113119,-37.56994626637344,-37.546179477707675,-37.11736975017836,-36.654710937167316,-36.292914542463066,-35.622251990074446,-34.88375281211991,-34.28359721814584,-33.98744198602137,-33.61762601171216,-32.686913981673854,-31.982942359430815,-31.569977594574283,-31.886338660290363,-32.35086140442186,-33.14452363187074,-33.42019559569002,-33.25175821516758,-32.89358436404021,-32.89666173778758,-33.457307709770646,-33.935097529632124,-34.52890320771419,-34.432843375394185,-33.96737202854083,-33.61143070703418,-33.21845758919076,-32.55771379870975,-32.01475109583202,-31.625010318275297,-31.415097835147165,-31.43801628401837,-31.017526349698308,-30.186001564063435,-28.876813616235218,-28.310822052067724,-27.948098748504545,-27.97834316283373,-28.29141165401831,-28.358520118054727,-28.205202129765627,-29.17213790167817,-30.613374783531317,-32.13643080780857,-33.377737749430636,-34.573660699876655,-36.05134621101405,-37.666748057937,-38.50343572117367,-38.91359205178776,-40.91637117932475,-42.94077708511627,-44.817294163653905,-43.80895072343306,-41.296022355101385,-38.205094581785076,-36.19363848594111,-35.43803124529699,-35.688180427857326,-35.89105630659375,-36.54175862608966,-37.295636584611245,-37.579395292511144,-37.53862410937512,-36.97797474167253,-36.13122956750723,-35.183207594073586,-34.46788866632994,-33.93029976714693,-33.88804159025159,-33.826646564155126,-34.35714514116032,-35.28963451677289,-38.45563964164057,-40.51354547829376,-41.007053562313864,-39.99555401439648,-40.47311783644702,-42.01340590785338,-43.66353444503279,-43.494228038214764,-41.2915302692663,-39.789173100992684,-39.46684285296972,-39.31549514428619,-38.84366686122832,-39.52303579488535,-38.3937640882704,-36.50415355045135
1,-36.50511386657004,-36.48502534777667,-36.9362504708745,-37.144288524500894,-37.41826213162896,-37.49582235446653,-37.031994469225154,-36.52092812267616,-35.4947946061439,-34.464404130730045,-33.65796229001216,-33.44102608692559,-33.354880531427476,-32.80965549274889,-32.121519526805685,-31.498344244993728,-31.555497375098113,-31.87322840173911,-32.69413942629334,-33.33120682254693,-33.41277212493923,-33.01070459851277,-32.7926487052049,-33.13871742874091,-33.6748846858164,-34.6329160839194,-34.990178237319256,-34.61853835219955,-34.053941216646756,-33.385537231361816,-32.410644098124706,-31.591752229709186,-31.08903138502821,-30.939478995022213,-31.163151989088963,-31.003505752257755,-30.211252154263978,-28.762473911764907,-28.104600754800444,-27.732243936405474,-27.81584800407328,-28.304782558390862,-28.540575828022185,-28.369170997146654,-29.217188228986334,-30.72094277482686,-32.575252603002625,-34.34068969722035,-35.485167390342916,-36.70032799477766,-38.11022536260777,-38.95025761015325,-39.37379810740351,-41.21413014692691,-42.78879822907355,-43.90644688084407,-43.13077629096612,-41.364924342859396,-38.56461548991576,-36.48366427735546,-35.79306333958527,-36.19447986376295,-36.36230037043659,-36.93825304557679,-37.544454538742784,-37.57980620024089,-37.19075088333519,-36.533035282556334,-35.71731131173182,-34.992887006885674,-34.648449567616744,-34.2314032576514,-34.22372223614233,-34.31525178653341,-34.815385821027654,-35.675357220201406,-38.81750970899474,-41.11877434605997,-41.541920081726865,-40.77742974601526,-40.91171989261494,-41.79955134539885,-43.006876450489045,-43.746713402052166,-41.75808371753101,-40.01987817659796,-39.175528088948546,-38.88027358759133,-38.07640899548363,-38.860169720851935,-38.73105470176822,-37.386559568540775
2,-36.69760390631217,-37.03773996423187,-37.70503647511896,-37.63794265536307,-37.77343426268695,-37.74723836117489,-37.23855294573905,-36.55069213713738,-35.36004995068803,-34.221129424144266,-33.1029424676982,-32.64578801564425,-32.647232966446126,-32.57442044767995,-32.18158674975735,-31.606505411446797,-31.40219748549297,-31.518895324578384,-32.1648493420096,-33.04554933826581,-33.545740166003156,-33.34204031811779,-33.03278224728209,-33.12514595894675,-33.467876429441446,-34.351042529231705,-34.97484442122963,-34.940157164819944,-34.45758636870892,-33.63051993486641,-32.42465481294391,-31.328131156652486,-30.629533501767607,-30.408158358539282,-30.725187805379186,-30.895650690489603,-30.31126636834795,-28.794790275962644,-27.991035669622843,-27.496666713029178,-27.565869769169833,-28.14194447289033,-28.645845439785063,-28.677053347532542,-29.474799574980256,-30.916293696273662,-32.82807887576999,-35.04304712492275,-36.42014531091445,-37.49973180769536,-38.42881087885181,-39.205865473415415,-39.898814952745845,-42.29313336076608,-43.89683885314122,-43.98438228813483,-42.43429440943902,-40.59535969811101,-38.04675986374457,-36.10882037058083,-35.727825841295456,-36.40463859636003,-36.67270292408484,-37.32285429023917,-38.148552856011186,-38.269518570535375,-37.62063405651104,-36.58528174894845,-35.550517366039315,-34.572194499631735,-34.19910331552635,-33.93426416480637,-33.998730048182935,-34.559062458876454,-35.67075783050994,-36.74249737055528,-40.16613156784744,-42.14046630544263,-42.0974552841405,-41.40417254612278,-41.435051874931126,-41.51068495081149,-41.82315839968219,-42.88069557788856,-41.87846514263924,-41.10399697493011,-40.45045605291919,-39.753244554454156,-38.27070567566534,-38.12691914050411,-38.02093114674476,-37.64171447563985
3,-36.501563246435715,-37.182630963979655,-38.66189634710773,-38.664349048002464,-38.53815860290952,-37.946266809740536,-37.084854348385136,-36.25138587329356,-35.10132951668262,-34.088605644263765,-32.86760691975911,-32.16979307012024,-31.960604655300074,-32.02262704290546,-31.928473340959517,-31.637428612577164,-31.413794798601977,-31.391248386858624,-31.90458533716727,-32.87615970832715,-33.770094546062936,-33.95069166091971,-33.76320312059387,-33.68324730135733,-33.75677243378245,-34.27790578276919,-34.73328944249587,-34.829434033124706,-34.48133594891931,-33.73210964898222,-32.523616512820745,-31.28461697545147,-30.413029075995752,-30.01186345721385,-30.246004945606604,-30.627976907948433,-30.417711304964747,-29.0107208142572,-28.152353840381387,-27.505363211052472,-27.46692472341396,-27.971738837996828,-28.591735847984534,-28.967112366676844,-29.952027554823268,-31.317020552396095,-33.0745759543551,-35.1223248001122,-36.63891791101973,-37.55467132657019,-38.1291959242228,-38.901825711522996,-39.864843431610645,-42.35962445498554,-43.95909473874008,-43.80542131665382,-41.78019527653398,-39.520527676451884,-37.20360465568087,-35.59512348966798,-35.26638397439915,-36.04126577341319,-36.38169249179625,-37.09328834940492,-37.889697007037014,-38.425831446548386,-38.18911353811825,-37.03570456140576,-35.67525337573174,-34.28234220881787,-33.56242908400582,-33.2120271662146,-33.36891881102472,-34.18847802629867,-35.97977158226543,-37.62362219034123,-41.06404422133376,-42.04277309056144,-41.49717969629122,-41.174082708451905,-41.90036900873936,-41.680129592242864,-41.25414579271207,-41.54275809818955,-41.1015016223415,-41.55579574088725,-41.769783227698184,-40.91439535077516,-39.08350319808551,-38.135605189277214,-37.43374231390717,-36.92936182694161
4,-36.34909292579303,-36.868381001826066,-38.85439240431755,-39.477304054230885,-39.33942866346345,-38.32658871700178,-37.02142033610819,-36.03381593048543,-34.80524757532481,-33.899680002119815,-32.783923427460145,-31.994912386410547,-31.57693787809963,-31.491729084398855,-31.50009158752217,-31.445375417848766,-31.370813187556145,-31.38508877262509,-31.843127472832485,-32.73953191697893,-33.82365077966459,-34.411160764309045,-34.598127714996664,-34.55938178840551,-34.399076192296334,-34.61643298507438,-34.76960369944918,-34.71795278168013,-34.31081964918766,-33.61152848469899,-32.53945219409005,-31.38047702158213,-30.40583005614735,-29.826679443838113,-29.884939163411776,-30.280267655560497,-30.330893392374236,-29.28353301393995,-28.51135346660207,-27.803373692091963,-27.642909803203377,-27.944633066636726,-28.490268592078884,-29.080590958007136,-30.455512453255675,-31.9855642314967,-33.653805632721784,-35.312513503029194,-36.65669736108879,-37.44535300318647,-37.84753057128389,-38.233184389591706,-38.80541420213489,-41.020665979774115,-42.99769654429298,-43.70802726898992,-41.79498553374866,-39.15100731662665,-36.752135494880626,-35.47349648669805,-35.07084552066886,-35.63009982211917,-35.72918065202369,-36.167241959996595,-36.86306659780771,-37.589841292259116,-38.01893731403793,-37.31693341262175,-36.0332960746311,-34.47315197741173,-33.434972979515145,-32.918606131353215,-33.04838938017731,-33.841211774152036,-35.742338837362404,-37.595902194550355,-40.55779619418657,-40.73982304843273,-40.31727546687128,-40.39748530141368,-41.976647491981005,-42.285101128113986,-41.45308876477688,-40.679126534876744,-39.9346511391991,-40.45290222920073,-41.0036924143428,-40.95728784643913,-39.562907520629985,-38.75172910751473,-37.60254395924533,-36.548606814148094
5,-36.59268926896944,-36.55828154387368,-38.14172522079645,-39.02969785401157,-39.128983169593816,-38.22130372043204,-36.92406357202811,-35.828567994178265,-34.42568693402588,-33.51426596074329,-32.56855312391662,-31.95290166723715,-31.481326475881684,-31.25457119671828,-31.164885841424528,-31.201483475805084,-31.33613214582197,-31.485047974605564,-31.977647602633667,-32.74756010583738,-33.72887257583927,-34.423879849313444,-34.928998144437465,-35.0315687988789,-34.86782290167124,-34.96074671454254,-34.94818280570875,-34.73826546028062,-34.13894407539632,-33.35057202919971,-32.41033450826527,-31.443969592640304,-30.50475818710533,-29.8046152917438,-29.645061646329047,-29.846779269472034,-29.956835497014254,-29.269426497512615,-28.774588116862464,-28.18116795416616,-27.990685492502017,-28.088064792363863,-28.409208954114597,-28.977571753997957,-30.724165493077194,-32.659107957532974,-34.501113840645274,-35.95930083391269,-37.01160324184392,-37.617364036591546,-37.82241177168122,-37.93205326033687,-38.14634614091344,-39.8033926673271,-41.20065318859651,-42.66466258017046,-42.05597769803306,-39.77650493720132,-37.143904514461724,-35.88683571140836,-35.17167363597104,-35.45760235551399,-35.270252421903535,-35.426541565617185,-35.94966271448256,-36.56211176094571,-37.11470123357512,-36.948852441008555,-36.11047494372336,-34.86100801810314,-33.79840866297006,-33.1710138982295,-33.29118167715609,-33.92637923531926,-35.53771271592117,-37.17396492270381,-39.56338227711888,-39.98964463633199,-39.869414915794536,-40.18959055497837,-42.00697968110003,-43.145582980746894,-42.472360324974744,-40.696731233528006,-39.518145513368864,-39.4552858060961,-39.83285446705543,-40.125612359810944,-39.286723202723046,-39.1967314996888,-38.21351115312679,-36.831651003601635
6,-37.70265634555477,-36.94244717431918,-37.63715899560087,-38.37489548265295,-38.61448303197414,-38.01950496953725,-36.923746373413806,-35.81424795833585,-34.1943131507751,-33.09883155056311,-32.00040275247522,-31.615776001761926,-31.315626028245873,-31.156096021899575,-30.958760416749328,-30.977133710151605,-31.24566143734913,-31.566450993124143,-32.20566209212913,-32.953640217147694,-33.711137634293124,-34.260819251940845,-34.813227559072736,-35.059191710072,-34.90736430418342,-34.90499556438022,-34.827985735910424,-34.52649801104951,-33.852669944491474,-33.007564922818744,-32.135410547031476,-31.331820866359912,-30.545525443758304,-29.917675584144995,-29.616874102942088,-29.550312630410318,-29.508680371487603,-28.952540891954,-28.783899041564002,-28.513562342430664,-28.46304667050282,-28.50124441879224,-28.554252434664733,-28.8427786253864,-30.640116128129566,-32.929437794947596,-35.31868608030215,-36.95331676275393,-37.782255499329146,-38.264730088850115,-38.487221781879214,-38.40209086880308,-38.118606958633954,-38.72290828520497,-39.643369950141086,-41.58895539048133,-42.658819359883566,-41.411759264970264,-38.209186032063606,-36.6515577755142,-35.81698086270525,-35.781681496144365,-35.282667170287795,-35.27527041460206,-35.779172686837384,-36.18518271691336,-36.4317135923135,-36.23596466467685,-35.695083820530215,-34.96918287453979,-34.3949830643855,-33.83963337970705,-33.978244802546946,-34.53038879448389,-35.78828172134105,-37.116703208671865,-39.2809883591618,-40.195975031963684,-40.4187662796043,-40.52201343524683,-41.93210782659651,-43.77226890041744,-43.90281637408714,-42.02583525216773,-40.40952037050175,-39.699314151619596,-39.82923875185287,-39.96332407097488,-38.95603309748855,-38.959357409701404,-38.465126654747124,-37.308069963101275
7,-39.22128028482718,-37.793654399019076,-37.492963893332394,-37.73966315025184,-37.8803317375447,-37.49401169424275,-36.743599998027285,-35.901767742776094,-34.3087329924618,-32.96047635908473,-31.45374593473364,-30.995815280242308,-30.92370119165496,-31.023595445929672,-30.90725083361745,-30.8517566356365,-31.130726795540014,-31.526712699190757,-32.40096203587236,-33.422560921996165,-34.21467278952794,-34.59695580526665,-34.99964642246851,-35.10278782357863,-34.86091607913197,-34.701297879550125,-34.516962906457294,-34.225182222039145,-33.677929895050525,-32.89560232324887,-31.948880990159402,-31.129384572537028,-30.48430049495583,-29.979840857242415,-29.757169398013204,-29.559981746617368,-29.334029999361427,-28.640777501506808,-28.627178864138774,-28.644601052842546,-28.84408591536184,-29.04799913073964,-28.991153778749084,-28.90876119233202,-30.432128580810605,-32.68326294444333,-35.289538779768826,-37.42000066197964,-38.26512958688226,-38.65585043783276,-39.25334628753495,-39.369211579374124,-38.69491246890923,-38.577270086778576,-38.93064482308338,-40.31695223357072,-41.60763167484278,-41.97204251492222,-39.28267301761406,-37.530345749289864,-36.55498448679955,-36.32501091481582,-35.67427900542316,-35.676579784438154,-36.087959393764706,-36.32476572801642,-36.05185615408219,-35.49752362078789,-34.839305787872775,-34.318997244567925,-34.34400195895919,-34.17186592238702,-34.61657098405459,-35.26065823326164,-36.39143592700776,-37.54410614080921,-39.59897876391588,-40.72466618414677,-41.07598934542253,-41.210971959721014,-42.11114043216519,-43.38870459260648,-43.825578142513955,-43.562814301709956,-41.903044720386816,-40.97430155198101,-41.00155517950273,-40.6703428053924,-39.35197925162256,-38.82175803463172,-38.132157593691865,-37.12561498660137
8,-40.07812501303051,-38.7179745789276,-37.79307582088053,-37.63192574293785,-37.548636615523904,-37.06725362404163,-36.38769725913835,-35.788141201444766,-34.53443257083578,-33.16397112657571,-31.22172330038461,-30.433090555752734,-30.337559282106913,-30.667596372180878,-30.785365727382697,-30.770872033118977,-30.998081246372532,-31.390987535332357,-32.37444833645896,-33.773785242321495,-34.89565177285419,-35.322080334280386,-35.55672191340563,-35.45280539255092,-35.03729916327903,-34.736251640519654,-34.39547619852329,-34.077261441197024,-33.664782919338265,-33.03243170693199,-31.96812154796726,-30.953617305026263,-30.242310291104275,-29.844821003716156,-29.815793361794853,-29.71910982380603,-29.44824866737923,-28.570798817180147,-28.514865175321237,-28.630363642750435,-29.008026505710305,-29.475742483275834,-29.541879379024113,-29.269579281764134,-30.45394706644889,-32.4268375840394,-34.9926723347911,-37.35825373939498,-38.22210372264184,-38.63490026207388,-39.46721509419565,-40.03397111383276,-39.41532655091994,-39.14900976396504,-38.99111509576774,-39.65295540557762,-40.306953379531116,-40.939338711764734,-39.354906143860106,-37.74642271541887,-36.722468542259115,-36.418979275295044,-35.823143242356046,-35.810575608734545,-36.08465557216697,-36.306770135769085,-35.97312453496719,-35.1214528521453,-34.31974573056575,-33.72590142966827,-33.91106550107707,-34.06748857588994,-34.72753851508129,-35.593498441329075,-36.8028575985175,-37.88917589080019,-39.53646762650705,-39.90655283454338,-40.16255202800407,-40.982792962424135,-42.283091168789035,-42.924262539984085,-42.58994550411164,-42.594521974631476,-41.536758178446405,-41.2687650459403,-41.590600768772205,-41.74227946707787,-40.60772162732906,-39.69348603571837,-38.26900684002077,-36.77804311626954
9,-39.97153762329149,-39.079529005049125,-38.01632902162956,-37.586871432970185,-37.26790796713853,-36.634186415386786,-35.735736081622505,-35.24352136470149,-34.47722930569968,-33.37872469608834,-31.299591164233277,-30.14224030972404,-29.817002984613005,-30.229544479934415,-30.62413019174937,-30.775864168223222,-31.042007806141648,-31.433435662237233,-32.316655384712604,-33.7427086307843,-35.137191683835525,-35.849359551628524,-35.95928918812825,-35.66718256984015,-35.14520730074321,-34.76607588458939,-34.36742758865284,-33.99395878388015,-33.68071278319201,-33.197550696607514,-32.12778294526955,-30.925483192129974,-30.022273929600853,-29.521194654898082,-29.56514394455455,-29.71844247787823,-29.609260127911266,-28.725760949442957,-28.598862181779268,-28.60975982147753,-28.961628202360643,-29.517753583927295,-29.800440218284816,-29.74696553455813,-30.82652896019372,-32.52582606695218,-34.92435914536162,-37.31640077613493,-38.141290615734526,-38.30660435054902,-38.894698941430406,-39.7462875447364,-39.80987081825425,-39.81944502345187,-39.40422415945886,-39.48688397411685,-39.57803932068172,-39.87258609570575,-38.87506916207356,-37.403408538050684,-36.251721064565096,-36.02601164015409,-35.555519159672116,-35.53331521066143,-35.613465741870925,-35.773503450254594,-35.680115594104464,-35.036200453191405,-34.34786026491632,-33.72933869863615,-33.82358568792862,-34.01450005278883,-34.76292666160503,-35.686260355818554,-36.79993430743031,-37.700980755973006,-38.4763008151118,-38.39735614062164,-38.73379238340245,-39.94535603784335,-42.47249135084558,-43.5245297285412,-42.37660076592073,-41.09333878236447,-40.06698099840971,-40.25148753646739,-40.98021808007361,-41.96912978325315,-41.305662313062264,-40.73212819347506,-38.86598518282063,-36.769655463264975
