,loss,mse,accuracy,val_loss,val_mse,val_accuracy,lr
0,4.758929252624512,4.758929252624512,0.0007326007471419871,1.3539644479751587,1.3539644479751587,0.0,1e-04
1,4.130847454071045,4.130847454071045,0.0,0.728102445602417,0.728102445602417,0.0,1e-04
2,3.6798911094665527,3.6798911094665527,0.0,1.1436353921890259,1.1436353921890259,0.0,1e-04
3,3.5335655212402344,3.5335655212402344,0.0,1.675832748413086,1.675832748413086,0.0,1e-04
4,3.342744827270508,3.342744827270508,0.0,2.139951467514038,2.139951467514038,0.0,1e-04
5,3.147792100906372,3.147792100906372,0.0,2.4901649951934814,2.4901649951934814,0.0,1e-04
6,2.9738831520080566,2.9738831520080566,0.0,2.7767577171325684,2.7767577171325684,0.0,1e-04
7,2.724538803100586,2.724538803100586,0.0007326007471419871,2.998950481414795,2.998950481414795,0.0,1e-04
8,2.5009260177612305,2.5009260177612305,0.0007326007471419871,3.176980972290039,3.176980972290039,0.0,1e-04
9,2.4011006355285645,2.4011006355285645,0.0,3.353278636932373,3.353278636932373,0.0,1e-04
10,2.40505051612854,2.40505051612854,0.0007326007471419871,3.425757884979248,3.425757884979248,0.0,1e-04
11,2.3138675689697266,2.3138670921325684,0.0007326007471419871,3.4663758277893066,3.4663758277893066,0.0,1e-04
12,2.2570300102233887,2.2570300102233887,0.0007326007471419871,3.5070767402648926,3.5070767402648926,0.0,1e-04
13,2.102827310562134,2.102827310562134,0.0007326007471419871,3.5429491996765137,3.5429491996765137,0.0,1e-04
14,2.0014803409576416,2.0014803409576416,0.0,3.555159330368042,3.555159330368042,0.0,1e-04
15,2.0196361541748047,2.0196361541748047,0.0007326007471419871,3.5485916137695312,3.5485916137695312,0.0,1e-04
16,1.8849586248397827,1.8849587440490723,0.0007326007471419871,3.509096622467041,3.509096622467041,0.0,1e-04
17,1.855065107345581,1.855065107345581,0.0007326007471419871,3.465393543243408,3.465393543243408,0.0,1e-04
18,1.7554664611816406,1.7554664611816406,0.0,3.4403655529022217,3.44036602973938,0.0,1e-04
19,1.7975342273712158,1.7975342273712158,0.0007326007471419871,3.4249367713928223,3.4249367713928223,0.0,1e-04
20,1.6139519214630127,1.6139519214630127,0.0,3.382087230682373,3.382087230682373,0.0,1e-04
21,1.62849760055542,1.62849760055542,0.0,3.33683443069458,3.33683443069458,0.0,1e-04
22,1.6135575771331787,1.6135575771331787,0.0007326007471419871,3.282275438308716,3.282275438308716,0.0,1e-04
23,1.5462387800216675,1.5462387800216675,0.0,3.2117691040039062,3.2117691040039062,0.0,1e-04
24,1.4369453191757202,1.4369453191757202,0.0007326007471419871,3.165706157684326,3.1657063961029053,0.0,1e-04
25,1.485083818435669,1.485083818435669,0.0007326007471419871,3.1032896041870117,3.1032896041870117,0.0,1e-04
26,1.4031175374984741,1.4031175374984741,0.0007326007471419871,3.027698278427124,3.027698278427124,0.0,1e-04
27,1.3994518518447876,1.3994518518447876,0.0,2.9406425952911377,2.9406425952911377,0.0,1e-04
28,1.3346002101898193,1.3346002101898193,0.0007326007471419871,2.8530168533325195,2.8530168533325195,0.0,1e-04
29,1.2814239263534546,1.2814239263534546,0.0007326007471419871,2.7554068565368652,2.7554068565368652,0.0,1e-04
30,1.2902873754501343,1.2902873754501343,0.0,2.6821484565734863,2.6821484565734863,0.0,1e-04
31,1.25896155834198,1.25896155834198,0.0007326007471419871,2.613524913787842,2.613524913787842,0.0,1e-04
32,1.1695071458816528,1.1695071458816528,0.0007326007471419871,2.5371177196502686,2.5371177196502686,0.0,1e-04
33,1.188162088394165,1.188162088394165,0.0007326007471419871,2.4662773609161377,2.4662773609161377,0.0,1e-04
34,1.1516863107681274,1.151686191558838,0.0007326007471419871,2.3993115425109863,2.3993115425109863,0.0,1e-04
35,1.0678741931915283,1.0678741931915283,0.0007326007471419871,2.329000949859619,2.329000949859619,0.0,1e-04
36,1.0766907930374146,1.0766907930374146,0.0007326007471419871,2.2510316371917725,2.2510316371917725,0.0,1e-04
37,1.0422993898391724,1.0422993898391724,0.0007326007471419871,2.1815719604492188,2.1815719604492188,0.0,1e-04
38,1.0190380811691284,1.0190380811691284,0.0007326007471419871,2.0938682556152344,2.0938682556152344,0.0,1e-04
39,1.0007655620574951,1.0007655620574951,0.0007326007471419871,2.0165371894836426,2.0165371894836426,0.0,1e-04
40,0.9634260535240173,0.9634260535240173,0.0007326007471419871,1.9388738870620728,1.9388738870620728,0.0,1e-04
41,0.9217073917388916,0.9217073917388916,0.0007326007471419871,1.8735368251800537,1.8735368251800537,0.0,1e-04
42,0.8689858317375183,0.8689858317375183,0.0,1.811736822128296,1.811736822128296,0.0,1e-04
43,0.8857323527336121,0.8857323527336121,0.0007326007471419871,1.7386233806610107,1.7386233806610107,0.0,1e-04
44,0.8374520540237427,0.8374520540237427,0.0007326007471419871,1.6668678522109985,1.6668678522109985,0.0,1e-04
45,0.8342445492744446,0.8342445492744446,0.0007326007471419871,1.6172994375228882,1.6172994375228882,0.0,1e-04
46,0.7802187204360962,0.7802187204360962,0.0,1.5735756158828735,1.573575496673584,0.0,1e-04
47,0.7919891476631165,0.7919891476631165,0.0007326007471419871,1.5206962823867798,1.5206962823867798,0.0,1e-04
48,0.7958948612213135,0.7958948612213135,0.0007326007471419871,1.468932032585144,1.468932032585144,0.0,1e-04
49,0.7105450630187988,0.7105450630187988,0.0,1.4200403690338135,1.4200403690338135,0.0,1e-04
50,0.7008021473884583,0.7008021473884583,0.0007326007471419871,1.3718112707138062,1.3718112707138062,0.0,1e-04
51,0.7251101136207581,0.7251101136207581,0.0007326007471419871,1.3199307918548584,1.3199307918548584,0.0,1e-04
52,0.696321427822113,0.696321427822113,0.0007326007471419871,1.265360951423645,1.265360951423645,0.0,1e-04
53,0.6643388271331787,0.6643388271331787,0.0,1.218199372291565,1.218199372291565,0.0,1e-04
54,0.6426657438278198,0.6426657438278198,0.0007326007471419871,1.1661583185195923,1.1661583185195923,0.0,1e-04
55,0.6246100068092346,0.6246099472045898,0.0007326007471419871,1.130943775177002,1.130943775177002,0.0,1e-04
56,0.6140735149383545,0.6140735149383545,0.0007326007471419871,1.0799293518066406,1.0799293518066406,0.0,1e-04
57,0.5893654823303223,0.5893654227256775,0.0,1.0408575534820557,1.0408575534820557,0.0,1e-04
58,0.5745095014572144,0.5745095014572144,0.0,1.0051518678665161,1.0051518678665161,0.0,1e-04
59,0.565102219581604,0.565102219581604,0.0,0.9698728322982788,0.9698728322982788,0.0,1e-04
60,0.5740230083465576,0.5740230083465576,0.0007326007471419871,0.9319659471511841,0.9319659471511841,0.0,1e-04
61,0.5191649198532104,0.5191649198532104,0.0,0.9071847796440125,0.9071847796440125,0.0,1e-04
62,0.5360008478164673,0.5360008478164673,0.0007326007471419871,0.8715168833732605,0.8715168833732605,0.0,1e-04
63,0.5278159976005554,0.5278159976005554,0.0007326007471419871,0.8317875862121582,0.8317874670028687,0.0,1e-04
64,0.5262773036956787,0.5262773036956787,0.0007326007471419871,0.8032419085502625,0.8032419085502625,0.0,1e-04
65,0.49099475145339966,0.49099475145339966,0.0007326007471419871,0.757676899433136,0.757676899433136,0.0,1e-04
66,0.4923931062221527,0.4923931062221527,0.0,0.72646164894104,0.72646164894104,0.0,1e-04
67,0.4824844002723694,0.4824844002723694,0.0007326007471419871,0.6949304342269897,0.6949304342269897,0.0,1e-04
68,0.4565444886684418,0.4565444886684418,0.0,0.6728925704956055,0.6728925704956055,0.0,1e-04
69,0.4537760019302368,0.4537760019302368,0.0007326007471419871,0.6479536294937134,0.6479536294937134,0.0,1e-04
70,0.4288211166858673,0.4288211166858673,0.0,0.6190041303634644,0.6190041303634644,0.0,1e-04
71,0.44147202372550964,0.44147202372550964,0.0007326007471419871,0.6064097285270691,0.6064097285270691,0.0,1e-04
72,0.4291937053203583,0.4291937053203583,0.0,0.5906556844711304,0.5906556844711304,0.0,1e-04
73,0.4200619161128998,0.4200619161128998,0.0007326007471419871,0.5649691820144653,0.5649691820144653,0.0,1e-04
74,0.3919866979122162,0.3919866979122162,0.0,0.5375153422355652,0.5375153422355652,0.0,1e-04
75,0.41474246978759766,0.41474246978759766,0.0,0.5176626443862915,0.5176626443862915,0.0,1e-04
76,0.3857363760471344,0.3857363760471344,0.0007326007471419871,0.5018841028213501,0.5018841028213501,0.0,1e-04
77,0.3704777956008911,0.3704777956008911,0.0007326007471419871,0.47983449697494507,0.4798344671726227,0.0,1e-04
78,0.36405104398727417,0.36405104398727417,0.0007326007471419871,0.4618492126464844,0.4618492126464844,0.0,1e-04
79,0.3821197748184204,0.382119745016098,0.0007326007471419871,0.44696754217147827,0.44696754217147827,0.0,1e-04
80,0.36842310428619385,0.36842310428619385,0.0007326007471419871,0.4305490553379059,0.4305490553379059,0.0,1e-04
81,0.3532186448574066,0.3532186448574066,0.0007326007471419871,0.41187041997909546,0.41187041997909546,0.0,1e-04
82,0.3519204258918762,0.3519204258918762,0.0007326007471419871,0.39009156823158264,0.39009156823158264,0.0,1e-04
83,0.34184274077415466,0.34184274077415466,0.0007326007471419871,0.3690420389175415,0.3690420389175415,0.0,1e-04
