,loss,mse,accuracy,val_loss,val_mse,val_accuracy,lr
0,4.159801959991455,4.159801959991455,0.001398601452820003,4.994307518005371,4.994307518005371,0.0,1e-04
1,3.5722062587738037,3.5722062587738037,0.0,1.2583285570144653,1.2583285570144653,0.0,1e-04
2,3.879274606704712,3.879274606704712,0.0,0.599875807762146,0.599875807762146,0.0,1e-04
3,3.3611268997192383,3.3611268997192383,0.0,0.5269739031791687,0.5269739031791687,0.0,1e-04
4,3.4474117755889893,3.4474117755889893,0.0,0.6101825833320618,0.6101825833320618,0.0,1e-04
5,3.2322380542755127,3.2322380542755127,0.0,0.7447521090507507,0.7447521090507507,0.0,1e-04
6,3.1775548458099365,3.1775548458099365,0.0,0.8892126083374023,0.8892126083374023,0.0,1e-04
7,2.9432013034820557,2.9432013034820557,0.001398601452820003,1.041823148727417,1.041823148727417,0.0,1e-04
8,2.8828494548797607,2.8828494548797607,0.0,1.1830276250839233,1.1830276250839233,0.0,1e-04
9,2.6744844913482666,2.6744844913482666,0.0,1.3039166927337646,1.3039166927337646,0.0,1e-04
10,2.6832127571105957,2.6832127571105957,0.0,1.4168763160705566,1.4168763160705566,0.0,1e-04
11,2.9733388423919678,2.9733388423919678,0.0,1.532355785369873,1.532355785369873,0.0,1e-04
12,2.733980894088745,2.733980894088745,0.0,1.591657280921936,1.591657280921936,0.0,1e-04
13,2.563674211502075,2.563674211502075,0.0,1.6494324207305908,1.6494324207305908,0.0,1e-04
14,2.4069581031799316,2.4069581031799316,0.001398601452820003,1.694968819618225,1.694968819618225,0.0,1e-04
15,2.4396352767944336,2.4396352767944336,0.001398601452820003,1.7432911396026611,1.7432911396026611,0.0,1e-04
16,2.346179246902466,2.346179246902466,0.001398601452820003,1.793081521987915,1.793081521987915,0.0,1e-04
17,2.3319413661956787,2.3319413661956787,0.001398601452820003,1.8198925256729126,1.8198925256729126,0.0,1e-04
18,2.2133090496063232,2.213308811187744,0.0,1.8483091592788696,1.8483092784881592,0.0,1e-04
19,2.2105331420898438,2.2105331420898438,0.0,1.8687444925308228,1.8687444925308228,0.0,1e-04
20,2.2094593048095703,2.2094593048095703,0.0,1.8776426315307617,1.8776426315307617,0.0,1e-04
21,2.2022860050201416,2.2022860050201416,0.0,1.8886693716049194,1.8886693716049194,0.0,1e-04
22,2.0797293186187744,2.0797293186187744,0.0,1.9005603790283203,1.9005603790283203,0.0,1e-04
23,1.9331939220428467,1.9331939220428467,0.001398601452820003,1.9087674617767334,1.9087674617767334,0.0,1e-04
24,1.9532198905944824,1.9532198905944824,0.0,1.8972845077514648,1.8972845077514648,0.0,1e-04
25,1.8811174631118774,1.8811174631118774,0.0,1.8900177478790283,1.8900178670883179,0.0,1e-04
26,1.8333622217178345,1.8333622217178345,0.001398601452820003,1.875962495803833,1.875962495803833,0.0,1e-04
27,1.837877631187439,1.837877631187439,0.0,1.870550513267517,1.870550513267517,0.0,1e-04
28,1.863300085067749,1.863300085067749,0.001398601452820003,1.8576265573501587,1.8576265573501587,0.0,1e-04
29,1.7862926721572876,1.7862926721572876,0.001398601452820003,1.8454134464263916,1.8454134464263916,0.0,1e-04
30,1.717159628868103,1.717159628868103,0.001398601452820003,1.8339897394180298,1.8339897394180298,0.0,1e-04
31,1.7152717113494873,1.7152717113494873,0.0,1.816615104675293,1.816615104675293,0.0,1e-04
32,1.6869757175445557,1.6869757175445557,0.0,1.7992982864379883,1.7992982864379883,0.0,1e-04
33,1.6758519411087036,1.6758519411087036,0.0,1.7844527959823608,1.7844527959823608,0.0,1e-04
34,1.576573371887207,1.576573371887207,0.0,1.767423391342163,1.767423391342163,0.0,1e-04
35,1.5391101837158203,1.5391101837158203,0.0,1.7497848272323608,1.7497848272323608,0.0,1e-04
36,1.5876641273498535,1.5876641273498535,0.001398601452820003,1.718336820602417,1.718336820602417,0.0,1e-04
37,1.4914586544036865,1.4914586544036865,0.001398601452820003,1.6754649877548218,1.6754649877548218,0.0,1e-04
38,1.4727091789245605,1.4727091789245605,0.001398601452820003,1.646482229232788,1.646482229232788,0.0,1e-04
39,1.4787412881851196,1.4787412881851196,0.0,1.619570016860962,1.619570016860962,0.0,1e-04
40,1.3993196487426758,1.3993196487426758,0.001398601452820003,1.5988696813583374,1.5988696813583374,0.0,1e-04
41,1.4297456741333008,1.4297456741333008,0.0,1.579745888710022,1.579745888710022,0.0,1e-04
42,1.4221159219741821,1.4221159219741821,0.001398601452820003,1.5594369173049927,1.5594369173049927,0.0,1e-04
43,1.3968154191970825,1.3968154191970825,0.0,1.5433075428009033,1.5433075428009033,0.0,1e-04
44,1.2948077917099,1.2948077917099,0.0,1.508275032043457,1.508275032043457,0.0,1e-04
45,1.2336772680282593,1.2336772680282593,0.001398601452820003,1.4731290340423584,1.4731290340423584,0.0,1e-04
