,loss,mse,accuracy,val_loss,val_mse,val_accuracy,lr
0,4.314850807189941,4.314850807189941,0.0,1.1668621301651,1.1668621301651,0.0,1e-04
1,3.883927822113037,3.883927822113037,0.0,0.46224814653396606,0.46224814653396606,0.0,1e-04
2,3.6175246238708496,3.6175246238708496,0.0,0.46048155426979065,0.46048155426979065,0.0,1e-04
3,3.530634641647339,3.530634641647339,0.0,0.5868256688117981,0.5868256688117981,0.0,1e-04
4,3.2527194023132324,3.2527194023132324,0.0,0.741873025894165,0.7418729662895203,0.0,1e-04
5,3.5790035724639893,3.5790035724639893,0.0,0.9280558824539185,0.9280558824539185,0.0,1e-04
6,3.5070157051086426,3.5070157051086426,0.0,1.1174392700195312,1.1174392700195312,0.0,1e-04
7,3.333566904067993,3.333566904067993,0.0,1.283056378364563,1.283056378364563,0.0,1e-04
8,3.2950706481933594,3.2950706481933594,0.0,1.4420548677444458,1.4420548677444458,0.0,1e-04
9,3.2202486991882324,3.2202486991882324,0.0,1.5798757076263428,1.5798757076263428,0.0,1e-04
10,3.2173850536346436,3.2173850536346436,0.0,1.7116113901138306,1.7116113901138306,0.0,1e-04
11,3.248394250869751,3.248394250869751,0.0,1.8309062719345093,1.8309062719345093,0.0,1e-04
12,3.018953800201416,3.018953800201416,0.0,1.9333992004394531,1.9333992004394531,0.0,1e-04
13,2.9810333251953125,2.9810333251953125,0.0,2.0287840366363525,2.0287840366363525,0.0,1e-04
14,2.7905924320220947,2.7905924320220947,0.0,2.105191230773926,2.105191230773926,0.0,1e-04
