,x,y,z
96618,18,1050,-26.771591153947632
96630,30,1050,-28.510527977344015
96642,42,1050,-27.335158507708556
96654,54,1050,-28.172651991403193
96666,66,1050,-25.355735106760402
96678,78,1050,-27.910561010463766
97710,6,1062,-28.848648612808695
97722,18,1062,-27.0726016547586
97734,30,1062,-33.47064802899071
97746,42,1062,-25.63381674319764
97758,54,1062,-28.424756322045734
97770,66,1062,-25.35142200566912
97782,78,1062,-29.835141876075724
98814,6,1074,-29.597294599728833
98826,18,1074,-27.710407493389496
98838,30,1074,-28.07270586268723
98850,42,1074,-26.334636910752877
98862,54,1074,-27.221117704996406
98874,66,1074,-23.871574388191526
98886,78,1074,-28.206884127886326
99918,6,1086,-30.607280132582346
99930,18,1086,-27.971059480454187
99942,30,1086,-29.150741008509847
99954,42,1086,-27.069996084812782
99966,54,1086,-25.959823448780813
99978,66,1086,-24.265727328609078
99990,78,1086,-27.979226047384614
101022,6,1098,-31.03777550619933
101034,18,1098,-31.45351418155716
101046,30,1098,-30.924876745228357
101058,42,1098,-29.050903331637116
101070,54,1098,-26.10325281670358
101082,66,1098,-25.264339561286643
101094,78,1098,-24.593623965404866
102126,6,1110,-29.472095021730404
102138,18,1110,-30.174410768245274
102150,30,1110,-30.044866209358997
102162,42,1110,-30.087119396462192
102174,54,1110,-24.649543534745128
102186,66,1110,-25.88847835748934
102198,78,1110,-26.315906968986525
103230,6,1122,-32.37597139695776
103242,18,1122,-29.550936499730252
103254,30,1122,-31.272382861173696
103266,42,1122,-30.985111192443192
103278,54,1122,-24.701775899205845
103290,66,1122,-25.892227941100046
103302,78,1122,-27.08267998299425
104334,6,1134,-34.909711583241105
104346,18,1134,-29.701547214848432
104358,30,1134,-29.061801335382686
104370,42,1134,-31.03315709825977
104382,54,1134,-27.466219456844556
104394,66,1134,-27.4010869627212
104406,78,1134,-27.537456807084023
105438,6,1146,-34.33601156534216
105450,18,1146,-33.32953964320933
105462,30,1146,-31.246811738092802
105474,42,1146,-28.929663293118455
105486,54,1146,-27.364998752961196
105498,66,1146,-26.468685913266924
105510,78,1146,-26.159416110334874
106542,6,1158,-32.63971836948095
106554,18,1158,-31.293306711952397
106566,30,1158,-31.562825308174475
106578,42,1158,-29.001933271604727
106590,54,1158,-26.791801422293343
106602,66,1158,-26.23394141509498
106614,78,1158,-26.525513875069343
107646,6,1170,-32.057031833279304
107658,18,1170,-31.798833564234386
107670,30,1170,-31.91827079575398
107682,42,1170,-28.52056625626544
107694,54,1170,-24.31481226372524
107706,66,1170,-24.7135286245217
107718,78,1170,-27.30446478008966
108750,6,1182,-31.62142542193835
108762,18,1182,-33.67824839681944
108774,30,1182,-31.391090900603075
108786,42,1182,-30.18984242226545
108798,54,1182,-24.895641739649378
108810,66,1182,-26.288443099429497
108822,78,1182,-26.29330170151672
109854,6,1194,-30.968404532821083
109866,18,1194,-35.242450220548946
109878,30,1194,-30.46088688427414
109890,42,1194,-28.451584522547257
109902,54,1194,-27.73112328780795
109914,66,1194,-27.457466702149972
109926,78,1194,-27.13117129180485
110958,6,1206,-30.011003374816976
110970,18,1206,-33.54675538250713
110982,30,1206,-31.535611565873744
110994,42,1206,-26.662768509011627
111006,54,1206,-28.038837757094427
111018,66,1206,-27.647173854203846
111030,78,1206,-26.294921843448446
112062,6,1218,-30.891556435620018
112074,18,1218,-29.176907151051832
112086,30,1218,-28.80724727799506
112098,42,1218,-25.565425131518882
112110,54,1218,-26.202631363583478
112122,66,1218,-26.44881856411684
112134,78,1218,-26.045358850308652
113166,6,1230,-29.123260779830158
113178,18,1230,-28.024507349460645
113190,30,1230,-25.980115714150365
113202,42,1230,-23.629608216595223
113214,54,1230,-26.038974030213694
113226,66,1230,-21.948510994433263
113238,78,1230,-24.903024940933676
114270,6,1242,-27.36517454695096
114282,18,1242,-25.339371583957835
114294,30,1242,-23.36498737993389
114306,42,1242,-25.205288093807916
114318,54,1242,-26.729496072144478
114330,66,1242,-22.8686181186452
114342,78,1242,-21.407866285081006
115374,6,1254,-25.630351824303375
115386,18,1254,-23.47082139662728
115398,30,1254,-24.136923979456043
115410,42,1254,-26.621977226840286
115422,54,1254,-26.727442021173115
115434,66,1254,-22.263525517402588
115446,78,1254,-21.89248449422934
116478,6,1266,-28.017758999503386
116490,18,1266,-24.374583143032464
116502,30,1266,-28.348931835967317
116514,42,1266,-24.125030814700356
116526,54,1266,-25.054212557001556
116538,66,1266,-23.106779043168753
116550,78,1266,-24.04397943896442
117582,6,1278,-27.41603165643717
117594,18,1278,-26.34904705648767
117606,30,1278,-29.022866966170493
117618,42,1278,-25.40212158478158
117630,54,1278,-30.381808559733365
117642,66,1278,-28.732798304233896
117654,78,1278,-26.77968156878351
118686,6,1290,-26.089869861221857
118698,18,1290,-25.96718697674979
118710,30,1290,-27.225654723087835
118722,42,1290,-24.750289856576032
118734,54,1290,-26.584777016435204
118746,66,1290,-28.12129139094535
118758,78,1290,-24.507430368016973
119790,6,1302,-24.689795203979916
119802,18,1302,-23.587698820023004
119814,30,1302,-24.380046517842487
