,x,y,z
39590,30,430,-30.468875266139165
39610,50,430,-38.99008132076102
39630,70,430,-28.81348948478098
41410,10,450,-32.494297557473494
41430,30,450,-33.421949834253226
41450,50,450,-27.453994945526475
41470,70,450,-30.48636358475346
43250,10,470,-32.88789532701725
43270,30,470,-34.77392653336633
43290,50,470,-33.12757148853224
43310,70,470,-28.397686890409222
45090,10,490,-29.638292345720117
45110,30,490,-31.832139991586047
45130,50,490,-34.968137747935444
45150,70,490,-29.496349753703864
46930,10,510,-29.47944693075025
46950,30,510,-35.16520087802414
46970,50,510,-29.210649401866014
46990,70,510,-29.72570050322404
48770,10,530,-29.384401636833424
48790,30,530,-27.894094775421088
48810,50,530,-27.333524708368007
48830,70,530,-29.77281340986229
50610,10,550,-27.656218237569483
50630,30,550,-30.123573482890986
50650,50,550,-26.431040453099435
50670,70,550,-28.948899047185872
52450,10,570,-27.757443407271744
52470,30,570,-31.03717113146594
52490,50,570,-27.072100627526755
52510,70,570,-31.710685945020064
54290,10,590,-27.402519971329866
54310,30,590,-29.06660147788924
54330,50,590,-30.353946917240098
54350,70,590,-30.32768640615903
56130,10,610,-29.07788611008018
56150,30,610,-29.517560222897586
56170,50,610,-28.469272379110514
56190,70,610,-30.178990305745025
57970,10,630,-28.792068386726747
57990,30,630,-27.200856597732642
58010,50,630,-28.87630953806991
58030,70,630,-31.7668610734175
59810,10,650,-28.820942289581527
59830,30,650,-30.08256309141633
59850,50,650,-28.55137397325495
59870,70,650,-31.14683457785599
61650,10,670,-32.01138316881485
61670,30,670,-28.618011316484314
61690,50,670,-27.274981114633466
61710,70,670,-31.940692656944297
63490,10,690,-32.60180052120784
63510,30,690,-30.896612798089492
63530,50,690,-30.472714024548274
63550,70,690,-32.9177344116391
65330,10,710,-32.89072232244258
65350,30,710,-28.013488602647325
65370,50,710,-27.9793634148595
65390,70,710,-34.7815285399239
67170,10,730,-30.7402710279423
67190,30,730,-32.14076797615004
67210,50,730,-31.694969151208024
67230,70,730,-30.508242537751432
69010,10,750,-29.531040257183257
69030,30,750,-33.36814879076374
69050,50,750,-33.7885589345243
69070,70,750,-32.36887689769224
70850,10,770,-29.77670106000857
70870,30,770,-30.716669651593197
70890,50,770,-30.730291617296892
70910,70,770,-29.23422204559729
72690,10,790,-29.50815536230879
72710,30,790,-31.825121761300707
72730,50,790,-28.908294280102275
72750,70,790,-29.821708640263655
74530,10,810,-30.38691540067025
74550,30,810,-31.32342861690631
74570,50,810,-29.407352067503915
74590,70,810,-31.827938113103272
76370,10,830,-29.932234224496682
76390,30,830,-29.643784393078548
76410,50,830,-29.426769608092073
76430,70,830,-33.83416758594289
78210,10,850,-29.79454702750487
78230,30,850,-31.675023077769502
78250,50,850,-30.37321948442471
78270,70,850,-34.83339128081624
80050,10,870,-30.39267863128238
80070,30,870,-31.99867783740505
80090,50,870,-27.09723859985702
80110,70,870,-30.26926390815575
81890,10,890,-30.559234320670136
81910,30,890,-31.97114358281238
81930,50,890,-29.254956315963263
81950,70,890,-28.62672883378001
83730,10,910,-30.55442559336125
83750,30,910,-29.08198386952573
83770,50,910,-27.867030528912817
83790,70,910,-26.480812392437837
85570,10,930,-29.34368179132744
85590,30,930,-28.612524716112294
85610,50,930,-27.867992053088503
85630,70,930,-27.975211770194758
87410,10,950,-30.792772296240287
87430,30,950,-29.16169055172309
87450,50,950,-28.878429611156598
87470,70,950,-30.784511028618855
89250,10,970,-30.653737742365934
89270,30,970,-28.553380807925222
89290,50,970,-30.10914919761823
89310,70,970,-30.189431034425432
91090,10,990,-30.01413567565708
91110,30,990,-29.603946975141994
91130,50,990,-25.61130134052217
91150,70,990,-25.360055391589118
92930,10,1010,-29.390101665414814
92950,30,1010,-30.8143009152929
92970,50,1010,-33.74084625031841
92990,70,1010,-30.215310642045964
94770,10,1030,-28.190573666738338
94790,30,1030,-25.094031603215466
94810,50,1030,-26.029363211477662
94830,70,1030,-26.14726504805899
96610,10,1050,-29.947019032765766
96630,30,1050,-27.548263750863498
96650,50,1050,-24.853843551624912
96670,70,1050,-24.69674003274254
98450,10,1070,-30.716301154165237
98470,30,1070,-27.833308235598988
98490,50,1070,-28.86809762399022
98510,70,1070,-23.32753675950996
100290,10,1090,-30.603269150489076
100310,30,1090,-28.956117179732495
100330,50,1090,-26.264812540227368
100350,70,1090,-26.909586951593038
102130,10,1110,-32.906788134420616
102150,30,1110,-32.689965206778965
102170,50,1110,-26.734152157956757
102190,70,1110,-25.68512427031567
103970,10,1130,-31.105647045693836
103990,30,1130,-29.60721063873917
104010,50,1130,-29.20084524381987
104030,70,1130,-25.95358152451393
105810,10,1150,-32.501971191291425
105830,30,1150,-32.86667703947625
105850,50,1150,-29.425957829437262
105870,70,1150,-26.33218714582772
107650,10,1170,-31.877859267265592
107670,30,1170,-31.77031337943102
107690,50,1170,-30.08019153575836
107710,70,1170,-24.808941810239126
109490,10,1190,-31.628984796188362
109510,30,1190,-31.094876937422207
109530,50,1190,-29.143959550311237
109550,70,1190,-24.458585958689863
111330,10,1210,-30.30853853027545
111350,30,1210,-26.89891911993631
111370,50,1210,-27.025235098053052
111390,70,1210,-25.915190985071284
113170,10,1230,-29.825819044865312
113190,30,1230,-25.854753569153143
113210,50,1230,-25.610797122616546
113230,70,1230,-22.816012861956434
115010,10,1250,-26.99867606046189
115030,30,1250,-26.540074047665463
115050,50,1250,-27.384490226202473
115070,70,1250,-23.982379300352388
116850,10,1270,-26.87111132262168
116870,30,1270,-26.53692569907343
116890,50,1270,-26.616081186040198
116910,70,1270,-25.027723165296972
118690,10,1290,-26.400786022290553
118710,30,1290,-27.125259345708304
118730,50,1290,-22.665587469500164
118750,70,1290,-25.62319292205969
120530,10,1310,-25.747497196654216
120550,30,1310,-26.8027239864548
120570,50,1310,-25.046701144246967
120590,70,1310,-23.460012507455478
122370,10,1330,-26.58222985463795
122390,30,1330,-26.374179182249502
122410,50,1330,-24.448873137788446
122430,70,1330,-29.016120366561523
124210,10,1350,-23.86329457918072
124230,30,1350,-22.396256128036118
124250,50,1350,-22.438364364540785
124270,70,1350,-29.937868354783966
126050,10,1370,-21.603967093887448
126070,30,1370,-25.087988190632792
126090,50,1370,-24.16129131549846
126110,70,1370,-25.554376323884497
127890,10,1390,-24.043938092330755
127910,30,1390,-27.703221376487186
127930,50,1390,-28.03808788737122
127950,70,1390,-24.099329314650625
129730,10,1410,-24.03063355971546
129750,30,1410,-27.09623197035227
129770,50,1410,-31.884586544807973
129790,70,1410,-24.855642758585493
131570,10,1430,-25.773885566360327
131590,30,1430,-25.354110100794784
131610,50,1430,-28.39077552505264
131630,70,1430,-26.706477243779872
133410,10,1450,-26.147542211889668
133430,30,1450,-27.965131904615337
133450,50,1450,-23.893791042150657
133470,70,1450,-28.01566939261788
135250,10,1470,-27.344497028607062
135270,30,1470,-29.757329445567393
135290,50,1470,-30.53842077333357
135310,70,1470,-30.743732874919928
137090,10,1490,-26.77905632885614
137110,30,1490,-28.041695523697634
137130,50,1490,-28.281263669596875
137150,70,1490,-27.99515191856317
138930,10,1510,-25.755591915735806
138950,30,1510,-26.248791227605338
138970,50,1510,-27.21319951494602
138990,70,1510,-25.32456303534719
140770,10,1530,-25.79678212204853
140790,30,1530,-29.754795579598174
140810,50,1530,-28.249248235515026
140830,70,1530,-28.0476113867646
142610,10,1550,-25.1254193457145
142630,30,1550,-28.69495423716086
142650,50,1550,-29.25629689541224
142670,70,1550,-27.968843302467974
144450,10,1570,-30.45250868361159
144470,30,1570,-27.22286463539869
144490,50,1570,-29.52183550518795
144510,70,1570,-28.952832288868933
146290,10,1590,-31.36212573855348
146310,30,1590,-28.21243252398577
146330,50,1590,-31.10249175085251
146350,70,1590,-30.294332808961173
148130,10,1610,-31.091410672940462
148150,30,1610,-24.67230634771601
148170,50,1610,-30.64312880081917
148190,70,1610,-32.22844483582818
149970,10,1630,-33.10617490415947
149990,30,1630,-25.54735550841258
150010,50,1630,-29.22916299053262
150030,70,1630,-33.76509771525146
151810,10,1650,-33.88667452245689
151830,30,1650,-27.925371267410746
151850,50,1650,-30.921764077856103
151870,70,1650,-40.291139317343394
153650,10,1670,-34.60831386255432
153670,30,1670,-26.198604773313278
153690,50,1670,-31.97342785417912
153710,70,1670,-33.22445881957597
155490,10,1690,-33.46186615704379
155510,30,1690,-27.64416722135794
155530,50,1690,-34.974662709477286
155550,70,1690,-38.345929076239855
157330,10,1710,-31.370251374265887
157350,30,1710,-28.606498409645724
157370,50,1710,-32.3064378050889
157390,70,1710,-34.70891281739456
159170,10,1730,-31.517969918917643
159190,30,1730,-28.878473634366777
159210,50,1730,-30.316649477462324
159230,70,1730,-33.981214193471104
161010,10,1750,-31.314934239923495
161030,30,1750,-29.364653276117576
161050,50,1750,-30.871796540674058
161070,70,1750,-34.84887160658817
162850,10,1770,-31.11189856092935
162870,30,1770,-31.300673331117043
162890,50,1770,-31.800317151873685
162910,70,1770,-37.67549904165993
164690,10,1790,-31.952423131932765
164710,30,1790,-32.57689889084058
164730,50,1790,-33.324986618416524
164750,70,1790,-36.56648692537864
166530,10,1810,-33.46635521614911
166550,30,1810,-35.395737350104895
166570,50,1810,-37.08236058903718
166590,70,1810,-35.018466026001065
168370,10,1830,-30.72203122688603
168390,30,1830,-34.35959141171655
168410,50,1830,-34.17757063469188
168430,70,1830,-31.781641942871786
170210,10,1850,-33.94624114937808
170230,30,1850,-37.708756141723555
170250,50,1850,-34.93318227080946
170270,70,1850,-31.328585158083907
172050,10,1870,-29.752429678127562
172070,30,1870,-41.370278074171324
172090,50,1870,-35.008290037033966
172110,70,1870,-31.037145310846356
173890,10,1890,-31.86424760561402
173910,30,1890,-39.13102423654688
173930,50,1890,-38.84488865678884
173950,70,1890,-33.557432977359696
175730,10,1910,-33.0146608692719
175750,30,1910,-32.91169520329325
175770,50,1910,-37.51073804293547
175790,70,1910,-34.5395268148578
177570,10,1930,-30.899403353662066
177590,30,1930,-30.795382546744776
177610,50,1930,-33.602632825616695
177630,70,1930,-31.843303883578287
179410,10,1950,-30.537714517123785
179430,30,1950,-36.12006737686199
179450,50,1950,-34.50129244000066
179470,70,1950,-32.64194215129476
181250,10,1970,-29.457525053450066
181270,30,1970,-33.747780531324985
181290,50,1970,-35.14948968049722
181310,70,1970,-34.45110941885375
183090,10,1990,
183110,30,1990,-36.032726877242496
183130,50,1990,-34.62509338340395
183150,70,1990,-33.78252663736765
