,x,y,z
1116,12.0,12.0,-39.360217348267994
1140,36.0,12.0,-38.60516726630563
1164,60.0,12.0,-40.36820129664834
3324,12.0,36.0,-36.53974206239341
3348,36.0,36.0,-35.5465628420541
3372,60.0,36.0,-38.77926844023928
5532,12.0,60.0,-35.60935599954353
5556,36.0,60.0,-35.53574056848732
5580,60.0,60.0,-36.35109616600404
7740,12.0,84.0,-37.27155895967567
7764,36.0,84.0,-36.99311933946383
7788,60.0,84.0,-37.333590146005854
9948,12.0,108.0,-38.41300488018941
9972,36.0,108.0,-38.52184148773521
9996,60.0,108.0,-38.40626542017005
12156,12.0,132.0,-36.31968174397443
12180,36.0,132.0,-37.56022689168633
12204,60.0,132.0,-39.48858436320275
14364,12.0,156.0,-35.91487529796041
14388,36.0,156.0,-36.286586069404436
14412,60.0,156.0,-36.27944649178534
16572,12.0,180.0,-37.110036925801325
16596,36.0,180.0,-35.38842816029519
16620,60.0,180.0,-36.82445989402437
18780,12.0,204.0,-35.03521565685978
18804,36.0,204.0,-33.75684574954121
18828,60.0,204.0,-35.76902767454485
20988,12.0,228.0,-33.760429155479244
21012,36.0,228.0,-33.37622724972947
21036,60.0,228.0,-32.91405817029614
23196,12.0,252.0,-33.88203988486988
23220,36.0,252.0,-32.909923168186104
23244,60.0,252.0,-31.6323024807785
25404,12.0,276.0,-35.01778566791088
25428,36.0,276.0,-30.632996045153945
25452,60.0,276.0,-30.070746780415664
27612,12.0,300.0,-32.522065242329774
27636,36.0,300.0,-30.663184392046208
27660,60.0,300.0,-31.967144616889712
29820,12.0,324.0,-31.588445228138106
29844,36.0,324.0,-31.02848683311695
29868,60.0,324.0,-40.00568482556976
32028,12.0,348.0,-34.353377171152694
32052,36.0,348.0,-32.43394157594471
32076,60.0,348.0,-35.68299939442894
34236,12.0,372.0,-29.33087872314092
34260,36.0,372.0,-27.768265286945017
34284,60.0,372.0,-31.339619462443977
36444,12.0,396.0,-32.17123457417598
36468,36.0,396.0,-36.09802800059604
36492,60.0,396.0,-32.71249823503196
38652,12.0,420.0,-32.63903419029151
38676,36.0,420.0,-37.634370565883536
38700,60.0,420.0,-31.705673856741388
40860,12.0,444.0,-29.69590319156618
40884,36.0,444.0,-32.03135617980175
40908,60.0,444.0,-31.35131205874681
43068,12.0,468.0,-27.633864971634438
43092,36.0,468.0,-33.78130340398071
43116,60.0,468.0,-37.12324516821132
45276,12.0,492.0,-30.938457213143415
45300,36.0,492.0,-33.66052030721007
45324,60.0,492.0,-37.69590045829246
47484,12.0,516.0,-32.63576560731787
47508,36.0,516.0,-34.76457330695512
47532,60.0,516.0,-26.483271565060893
49692,12.0,540.0,-29.76846703631647
49716,36.0,540.0,-29.507517585450827
49740,60.0,540.0,-28.85111262011058
51900,12.0,564.0,-31.25900261710561
51924,36.0,564.0,-27.980991932403978
51948,60.0,564.0,-26.84190488505762
54108,12.0,588.0,-26.21199022065127
54132,36.0,588.0,-28.320039535788442
54156,60.0,588.0,-28.375575680011966
56316,12.0,612.0,-25.255004178018062
56340,36.0,612.0,-27.9133435354375
56364,60.0,612.0,-28.943854170082954
58524,12.0,636.0,-30.192942436264385
58548,36.0,636.0,-26.55753449669125
58572,60.0,636.0,-27.972994464945373
60732,12.0,660.0,-32.46895161548456
60756,36.0,660.0,-31.325242221300872
60780,60.0,660.0,-35.896753459527595
