,x,y,z
122374,14.0,1330.0,-23.453738046104675
122402,42.0,1330.0,-24.818304061191764
122430,70.0,1330.0,-23.120557154580503
124950,14.0,1358.0,-21.586650568065078
124978,42.0,1358.0,-22.854929388971115
125006,70.0,1358.0,-24.861299846304473
127526,14.0,1386.0,-23.40587257741783
127554,42.0,1386.0,-27.326681332515154
127582,70.0,1386.0,-29.229976185346974
130102,14.0,1414.0,-25.777018369482363
130130,42.0,1414.0,-29.414601123647564
130158,70.0,1414.0,-28.76109895742996
132678,14.0,1442.0,-28.477630689666416
132706,42.0,1442.0,-27.99637853191256
132734,70.0,1442.0,-24.65552076982753
135254,14.0,1470.0,-30.45705581694357
135282,42.0,1470.0,-27.52267604021522
135310,70.0,1470.0,-24.787658662782054
137830,14.0,1498.0,-30.509074772496938
137858,42.0,1498.0,-27.03417261036366
137886,70.0,1498.0,-28.461766238223554
140406,14.0,1526.0,-30.03783883572444
140434,42.0,1526.0,-27.00728028458717
140462,70.0,1526.0,-29.282655222695453
142982,14.0,1554.0,-31.66244442876977
143010,42.0,1554.0,-28.515652733276777
143038,70.0,1554.0,-28.30664396226435
145558,14.0,1582.0,-31.802813221014095
145586,42.0,1582.0,-30.504210113963055
145614,70.0,1582.0,-30.257779080109593
148134,14.0,1610.0,-31.513446620676955
148162,42.0,1610.0,-32.44588572164481
148190,70.0,1610.0,-33.48460670762365
150710,14.0,1638.0,-30.712526197230027
150738,42.0,1638.0,-32.02776396434862
150766,70.0,1638.0,-33.75032479624436
153286,14.0,1666.0,-30.368445728667098
153314,42.0,1666.0,-32.41191143028692
153342,70.0,1666.0,-33.21471664193162
155862,14.0,1694.0,-30.61282084922468
155890,42.0,1694.0,-33.46359570090202
155918,70.0,1694.0,-34.95812169112822
158438,14.0,1722.0,-29.155279947386177
158466,42.0,1722.0,-30.643674651565593
158494,70.0,1722.0,-33.910891822050246
161014,14.0,1750.0,-30.837168104490484
161042,42.0,1750.0,-30.96704092490601
161070,70.0,1750.0,-33.81737814887945
163590,14.0,1778.0,-33.785390112657254
163618,42.0,1778.0,-35.34669872908481
163646,70.0,1778.0,-34.508097758514694
166166,14.0,1806.0,-35.22728887259035
166194,42.0,1806.0,-36.778606188439966
166222,70.0,1806.0,-33.486079084079975
168742,14.0,1834.0,-34.00321731842583
168770,42.0,1834.0,-34.98258392216253
168798,70.0,1834.0,-31.21144287214269
171318,14.0,1862.0,-34.21300574294152
171346,42.0,1862.0,-34.02685097186565
171374,70.0,1862.0,-31.14364689320227
173894,14.0,1890.0,-34.567519163768374
173922,42.0,1890.0,-36.33355155198291
173950,70.0,1890.0,-35.167807753607235
176470,14.0,1918.0,-31.71487763034908
176498,42.0,1918.0,-35.29977761057585
176526,70.0,1918.0,-35.597934922558316
179046,14.0,1946.0,-32.064271551916306
179074,42.0,1946.0,-34.92167361002601
179102,70.0,1946.0,-33.75066326063935
181622,14.0,1974.0,-32.33824001085469
181650,42.0,1974.0,-36.271335355568894
181678,70.0,1974.0,-32.98725104333754
184198,14.0,2002.0,-31.629300026375684
184226,42.0,2002.0,-36.0674652370941
184254,70.0,2002.0,-33.81679473804637
